customer_id,household_id,age,gender,region,income_band,signup_channel,signup_date,membership_tier,account_status_code,support_case_count_90d,days_since_last_login,preferred_device,marketing_segment,record_version
605,159,61,M,Western,Mid,Store,2025-05-09,silver,H,3,93,phone,Standard,3
606,299,27,M,W.,Mid,Referral,2025-10-13,SILVER,A,0,70,Tablet,Standard,2
607,609,46,F,SOUTH,High,Web,2025-03-25,gold,A,2,104,tablet,Standard,2
608,744,73,F,North,Mid,Store,2025-12-06,Gold ,A,0,31,phone,Standard,2
609,798,70,M,E.,High,Partner,2025-09-11,Silver ,A,5,76,TABLET,Premium,2
610,67,53,F,N.,Low,Referral,2025-11-11,Plat,A,2,97,mobile,Standard,3
611,363,73,M,East,Mid,Web,2025-07-08,SILVER,A,1,97,Desktop,Premium,3
612,10,56,M,North,Low,Web,2025-11-27,platinum,A,2,70,phone,Budget,3
613,737,21,F,NORTH,Mid,Partner,2025-05-13,Gold,A,1,46,phone,Family,1
614,111,71,M,west,Mid,Store,2025-06-24,SILVER,H,1,114,DESKTOP,Budget,1
615,740,27,M,NORTH,Low,Referral,2025-01-23,Silver,A,0,81,DESKTOP,Family,3
616,141,40,M,south,Mid,Store,2025-03-04,SILVER,A,3,93,tablet,Standard,2
617,14,31,M,S.,Mid,Referral,2025-10-09,Plat,A,0,75,mobile,Budget,2
618,792,59,M,west,Low,Partner,2025-04-30,Silver,R,1,106,Tablet,Standard,2
619,395,19,M,north,Low,Web,2025-02-07,Plat,H,2,57,MOBILE,Family,2
620,383,55,M,West,Mid,Web,2025-04-17,SILVER,H,2,66,Mobile,Family,3
621,583,68,F,South,Mid,Web,2025-05-09,Silver,A,0,97,Mobile,Premium,2
622,248,63,M,South,Mid,Web,2025-09-19,Gold ,A,1,62,Mobile,Standard,2
623,622,35,M,E.,Low,Partner,2025-02-03,Silver,H,3,29,MOBILE,Standard,2
624,387,70,F,east,Mid,Partner,2025-01-10,SILVER,H,2,91,DESKTOP,Budget,1
625,246,38,F,east,High,Store,2025-09-22,PLATINUM,A,1,45,phone,Premium,3
626,356,57,M,east,Mid,Partner,2025-02-21,SILVER,A,1,12,desktop,Standard,1
627,6,47,F,WEST,Mid,Store,2025-06-03,platinum,H,2,45,mobile,Family,1
628,272,21,M,E.,High,Store,2025-09-07,Platinum,A,1,6,desktop,Premium,1
629,533,18,F,N.,High,Web,2025-07-07,silver,A,0,106,MOBILE,Standard,1
630,125,28,F,East,Mid,Partner,2025-02-15,Gold ,R,3,119,mobile,Premium,1
631,107,72,M,Eastern,High,Store,2025-09-21,Silver ,A,0,32,DESKTOP,Standard,1
632,591,73,F,north,High,Store,2025-01-18,gold,A,1,110,Tablet,Budget,1
633,386,41,F,Western,Mid,Web,2025-03-26,platinum,A,1,86,Tablet,Budget,3
634,123,74,M,West,Mid,Web,2025-02-09,Plat,A,2,115,phone,Standard,1
635,674,20,M,SOUTH,Low,Store,2025-07-07,platinum,A,1,19,Tablet,Budget,3
636,698,74,F,S.,Low,Store,2025-09-10,Silver,A,1,7,Desktop,Premium,3
637,32,31,M,North,Mid,Web,2025-08-26,Premium-Gold,A,1,111,Tablet,Premium,3
638,182,20,M,E.,Mid,Partner,2025-02-20,silver,A,0,32,MOBILE,Standard,2
639,334,61,M,East,Mid,Referral,2025-05-06,PLATINUM,A,1,72,Mobile,Family,1
640,659,40,F,S.,Mid,Web,2025-02-23,silver,H,1,109,mobile,Family,2
641,67,34,F,NORTH,Mid,Referral,2025-05-06,SILVER,A,2,41,desktop,Budget,2
642,726,62,M,N.,High,Web,2025-03-26,silver,A,1,10,MOBILE,Standard,3
643,288,37,M,N.,Low,Partner,2025-09-28,SILVER,A,1,95,MOBILE,Family,1
644,113,61,F,east,Low,Partner,2025-10-02,silver,A,1,54,Desktop,Budget,1
645,778,29,M,WEST,Mid,Web,2025-10-26,SILVER,A,1,2,TABLET,Standard,2
646,79,22,F,SOUTH,High,Referral,2025-03-15,Platinum,A,3,41,Mobile,Family,3
647,117,36,M,South,High,Partner,2025-01-05,Gold,A,0,64,desktop,Premium,1
648,855,53,M,east,High,Referral,2025-01-13,SILVER,A,3,106,MOBILE,Family,3
649,468,31,M,North,High,Web,2025-11-04,Gold,A,1,27,Tablet,Family,3
650,417,26,M,Eastern,Mid,Referral,2025-11-27,Silver ,A,1,62,phone,Budget,2
651,619,61,F,South,Mid,Referral,2025-03-19,Premium-Gold,A,1,21,MOBILE,Premium,2
652,568,46,M,EAST,Low,Store,2025-11-16,silver,A,4,35,MOBILE,Premium,2
653,553,43,F,north,Mid,Web,2025-07-13,gold,A,3,31,MOBILE,Budget,3
654,21,31,M,east,High,Store,2025-03-09,SILVER,A,1,63,DESKTOP,Budget,1
655,497,19,M,N.,Mid,Store,2025-04-25,Silver,A,1,80,DESKTOP,Budget,1
656,251,21,F,N.,Mid,Referral,2025-04-07,Premium-Gold,A,2,13,Mobile,Premium,2
657,727,57,F,WEST,Low,Partner,2025-10-06,Gold,A,1,9,phone,Premium,1
658,455,22,F,S.,Low,Web,2025-03-10,GOLD,A,1,88,mobile,Family,2
659,112,32,F,South,Low,Web,2025-03-08,Silver,A,2,35,MOBILE,Standard,3
660,798,70,F,S.,Low,Store,2025-09-20,Silver ,A,1,74,Tablet,Standard,2
661,256,37,M,West,High,Referral,2025-04-21,Gold,A,2,9,desktop,Budget,3
662,245,61,F,North,Mid,Web,2025-04-02,silver,A,1,72,MOBILE,Family,2
663,843,37,M,North,High,Referral,2025-10-22,Silver ,A,1,110,mobile,Standard,1
664,698,72,M,North,Mid,Referral,2025-12-06,silver,R,2,52,DESKTOP,Premium,2
665,774,65,M,Western,Low,Web,2025-07-22,Silver,A,3,69,Desktop,Standard,2
666,596,45,F,north,Low,Web,2025-10-30,Silver,A,0,35,Tablet,Budget,1
667,820,57,M,E.,High,Store,2025-11-04,SILVER,A,2,34,MOBILE,Budget,2
668,104,41,M,WEST,Low,Store,2025-08-03,Gold,A,0,7,Mobile,Family,1
669,540,72,M,East,High,Web,2025-10-30,gold,A,0,57,MOBILE,Budget,3
670,265,38,M,WEST,Low,Referral,2025-01-04,Gold ,A,1,114,desktop,Family,2
671,359,66,M,east,Mid,Store,2025-01-13,gold,A,2,14,phone,Standard,1
672,215,53,M,east,High,Referral,2025-11-19,Silver ,A,3,50,desktop,Standard,1
673,185,55,M,SOUTH,Low,Referral,2025-02-21,PLATINUM,A,3,101,mobile,Standard,2
674,399,38,F,W.,Low,Referral,2025-09-23,Gold,A,0,60,DESKTOP,Budget,3
675,827,66,M,EAST,High,Partner,2025-06-03,Premium-Gold,A,4,92,mobile,Standard,2
676,572,61,F,South,Low,Web,2025-10-15,Silver ,A,1,45,TABLET,Standard,3
677,315,65,F,SOUTH,Mid,Partner,2025-08-31,gold,A,0,72,mobile,Standard,1
678,391,64,M,SOUTH,Mid,Web,2025-01-27,gold,H,0,119,Desktop,Standard,3
679,477,27,F,South,Low,Store,2025-05-03,gold,A,1,72,phone,Standard,2
680,221,68,M,S.,Mid,Web,2025-09-16,GOLD,A,1,96,DESKTOP,Standard,1
681,470,66,F,N.,Mid,Partner,2025-12-03,platinum,R,1,83,Desktop,Premium,1
682,627,32,M,SOUTH,Mid,Web,2025-10-21,Plat,H,0,11,MOBILE,Budget,2
683,219,74,F,south,High,Web,2025-11-22,Gold ,A,1,19,MOBILE,Standard,1
684,527,48,M,west,Low,Web,2025-12-16,Plat,A,3,73,mobile,Budget,2
685,638,36,F,south,Low,Store,2025-11-23,platinum,A,0,42,Mobile,Budget,2
686,468,30,F,South,Mid,Referral,2025-07-31,SILVER,H,2,58,desktop,Budget,3
687,263,39,F,south,High,Web,2025-05-03,Gold,A,0,58,mobile,Standard,2
688,499,20,M,South,Low,Referral,2025-07-05,silver,A,2,95,mobile,Budget,3
689,714,58,M,West,Low,Referral,2025-10-18,SILVER,A,2,119,MOBILE,Family,1
690,200,59,M,W.,Mid,Partner,2025-06-05,Silver,A,2,120,phone,Premium,2
691,518,56,F,North,High,Store,2025-10-31,Silver ,A,1,9,MOBILE,Budget,2
692,613,49,F,north,Low,Partner,2025-09-13,silver,A,4,90,desktop,Standard,1
693,290,39,F,south,Mid,Web,2025-03-18,Silver,A,1,87,MOBILE,Budget,3
694,349,59,M,South,Mid,Store,2025-12-03,Silver ,A,2,104,Tablet,Budget,2
695,800,68,M,N.,Mid,Web,2025-11-05,Gold,H,1,51,DESKTOP,Family,3
696,328,23,F,S.,Low,Referral,2025-08-07,platinum,A,1,60,Mobile,Standard,3
697,539,40,M,E.,Low,Referral,2025-03-12,Platinum,A,0,54,Tablet,Budget,3
698,135,75,M,SOUTH,Mid,Referral,2025-03-24,SILVER,A,4,45,Desktop,Family,2
699,834,67,F,east,Mid,Store,2025-11-03,Silver ,A,2,29,MOBILE,Family,3
700,538,75,F,N.,High,Store,2025-01-07,Gold,A,2,77,mobile,Standard,3
701,685,28,F,E.,Mid,Referral,2025-06-26,silver,A,0,2,Desktop,Premium,3
702,543,44,F,north,Mid,Web,2025-08-14,platinum,A,1,90,phone,Premium,3
703,320,25,F,W.,High,Web,2025-03-26,Gold ,A,1,101,mobile,Premium,3
704,307,68,M,Eastern,Mid,Store,2025-11-12,silver,A,2,27,Mobile,Standard,3
705,632,48,F,NORTH,Mid,Web,2025-07-10,SILVER,A,1,25,MOBILE,Family,1
706,774,32,M,North,High,Web,2025-01-25,SILVER,A,0,60,DESKTOP,Standard,2
707,115,23,M,east,Low,Web,2025-04-27,Gold,A,0,102,phone,Budget,2
708,761,60,M,North,Mid,Store,2025-05-26,SILVER,A,2,13,MOBILE,Budget,3
709,748,65,M,east,Mid,Web,2025-03-23,GOLD,A,1,52,Desktop,Standard,3
710,99,68,F,Eastern,Low,Web,2025-12-10,Premium-Gold,R,3,26,Mobile,Budget,3
711,98,74,F,East,Mid,Web,2025-05-12,SILVER,A,2,103,Mobile,Budget,2
712,626,65,F,N.,Low,Partner,2025-07-03,Silver ,A,4,106,MOBILE,Standard,3
713,759,63,M,south,Low,Referral,2025-07-15,silver,A,3,10,Tablet,Family,1
714,355,65,M,north,Mid,Web,2025-03-22,SILVER,A,3,17,Desktop,Budget,3
715,577,75,F,SOUTH,Low,Store,2025-07-27,Premium-Gold,R,0,19,phone,Standard,1
716,900,44,F,North,Mid,Referral,2025-05-10,Gold,R,2,98,tablet,Family,2
717,291,61,F,South,High,Web,2025-01-04,GOLD,A,6,108,DESKTOP,Standard,3
718,203,65,F,south,High,Referral,2025-05-29,Silver ,R,4,45,DESKTOP,Premium,3
719,893,24,M,West,Low,Store,2025-08-02,SILVER,A,1,19,Desktop,Standard,1
720,253,58,F,E.,Low,Store,2025-02-12,Premium-Gold,R,1,80,Tablet,Standard,2
721,426,37,F,EAST,Low,Web,2025-10-12,GOLD,A,1,107,Desktop,Budget,2
722,398,25,F,N.,Low,Web,2025-08-30,Premium-Gold,A,0,110,MOBILE,Standard,3
723,471,27,F,Western,High,Referral,2025-04-24,Gold ,A,1,53,Mobile,Standard,1
724,242,24,F,east,Mid,Referral,2025-08-05,platinum,A,0,94,MOBILE,Budget,3
725,612,70,M,S.,Low,Referral,2025-04-21,Silver,A,0,115,Mobile,Budget,2
726,623,62,F,South,High,Referral,2025-08-25,Silver,A,3,99,Tablet,Standard,3
727,181,23,M,EAST,Mid,Web,2025-02-26,gold,A,0,57,Desktop,Premium,3
728,433,54,F,E.,Low,Referral,2025-08-11,Silver ,A,3,31,Desktop,Standard,2
729,52,56,F,EAST,Low,Partner,2025-01-21,GOLD,A,3,45,DESKTOP,Premium,2
730,199,48,F,W.,Mid,Referral,2025-01-07,silver,A,0,43,tablet,Premium,3
731,889,53,F,S.,Mid,Web,2025-04-03,silver,A,3,119,Desktop,Budget,3
732,456,70,F,north,Low,Web,2025-03-05,silver,A,0,88,Mobile,Family,3
733,561,48,F,east,High,Referral,2025-06-29,Premium-Gold,A,2,103,mobile,Family,2
734,800,56,M,WEST,High,Referral,2025-03-02,gold,A,4,94,MOBILE,Standard,2
735,643,51,M,Eastern,High,Store,2025-03-31,silver,A,4,57,phone,Standard,1
736,714,40,M,Western,Low,Web,2025-02-05,SILVER,A,2,95,Mobile,Standard,2
737,641,69,F,Western,Low,Web,2025-11-20,SILVER,A,1,77,mobile,Family,1
738,449,42,M,North,High,Referral,2025-09-26,silver,A,2,89,mobile,Standard,3
739,570,64,M,west,Mid,Partner,2025-03-21,Gold,A,3,36,Mobile,Standard,1
740,260,53,F,SOUTH,Mid,Partner,2025-02-13,SILVER,A,0,28,TABLET,Family,3
741,802,57,F,EAST,Mid,Store,2025-11-07,SILVER,A,2,21,MOBILE,Standard,3
742,162,62,M,SOUTH,Low,Partner,2025-09-01,SILVER,H,1,34,desktop,Budget,2
743,796,60,M,Eastern,Mid,Store,2025-11-20,GOLD,A,0,118,phone,Standard,3
744,791,50,F,WEST,High,Partner,2025-03-07,GOLD,H,2,113,tablet,Premium,2
745,129,53,F,south,Mid,Referral,2025-05-11,Premium-Gold,A,1,17,Desktop,Standard,3
746,640,47,M,N.,Mid,Referral,2025-02-13,Gold,A,1,67,TABLET,Standard,3
747,891,37,F,EAST,High,Referral,2025-06-04,Platinum,A,0,113,phone,Standard,1
748,515,60,M,W.,Mid,Store,2025-03-01,Silver ,A,0,91,DESKTOP,Standard,3
749,307,68,M,North,Mid,Partner,2025-01-02,Plat,A,0,74,Mobile,Family,3
750,792,58,M,SOUTH,High,Store,2025-07-05,GOLD,A,3,72,phone,Standard,1
751,462,62,M,north,Mid,Referral,2025-12-24,SILVER,A,0,39,Desktop,Premium,1
752,110,66,F,East,Low,Store,2025-08-24,GOLD,A,3,111,Mobile,Premium,1
753,225,39,M,west,Low,Store,2025-10-04,Premium-Gold,R,0,10,MOBILE,Budget,3
754,615,21,M,E.,Low,Referral,2025-10-24,GOLD,A,2,105,Tablet,Budget,3
755,410,37,M,East,Mid,Store,2025-12-21,Silver ,A,3,105,mobile,Family,2
756,196,61,F,North,Mid,Referral,2025-02-16,silver,A,2,31,DESKTOP,Premium,3
757,720,65,F,South,Mid,Web,2025-04-02,platinum,A,1,61,phone,Standard,3
758,109,47,F,East,Mid,Partner,2025-08-13,SILVER,A,6,107,Mobile,Budget,2
759,198,63,F,south,Mid,Store,2025-10-27,silver,A,0,57,mobile,Budget,3
760,420,22,M,north,High,Web,2025-10-10,Silver,A,2,36,mobile,Budget,3
761,36,55,M,NORTH,Low,Referral,2025-09-23,Silver,A,2,8,Desktop,Standard,3
762,349,57,M,EAST,Mid,Store,2025-04-25,Premium-Gold,A,1,53,tablet,Standard,2
763,819,47,M,WEST,Mid,Web,2025-05-14,gold,A,0,33,phone,Budget,1
764,848,59,F,Eastern,Mid,Referral,2025-01-30,Platinum,A,0,102,phone,Standard,1
765,785,46,F,east,Low,Store,2025-04-25,Silver ,H,2,104,DESKTOP,Family,3
766,292,48,F,W.,Mid,Referral,2025-02-26,Silver ,A,2,39,Mobile,Family,3
767,59,53,F,West,High,Partner,2025-12-09,silver,A,1,25,MOBILE,Family,3
768,734,64,F,Eastern,Mid,Referral,2025-02-03,SILVER,A,1,35,Mobile,Standard,1
769,336,32,F,east,High,Partner,2025-05-13,Gold ,A,2,48,desktop,Standard,3
770,674,35,F,south,High,Store,2025-11-20,Silver,A,3,80,MOBILE,Standard,1
771,108,42,M,South,Mid,Web,2025-12-15,silver,A,0,18,mobile,Budget,2
772,602,29,F,WEST,Mid,Store,2025-05-18,PLATINUM,A,0,120,TABLET,Family,3
773,528,37,F,south,Mid,Store,2025-06-19,GOLD,A,1,84,tablet,Premium,1
774,829,38,F,Eastern,High,Store,2025-07-11,silver,A,2,15,desktop,Standard,2
775,92,36,M,West,Low,Partner,2025-10-28,Gold,A,1,38,desktop,Budget,3
776,368,41,M,south,Mid,Referral,2025-10-08,Silver ,H,0,84,Tablet,Budget,1
777,891,47,F,Western,High,Store,2025-07-11,Gold ,A,2,60,DESKTOP,Family,1
778,351,58,F,Eastern,Low,Web,2025-05-16,Gold ,A,2,63,DESKTOP,Budget,2
779,593,35,M,W.,Mid,Referral,2025-05-16,silver,A,1,5,Mobile,Budget,3
780,145,67,M,WEST,Mid,Store,2025-08-25,SILVER,A,0,49,mobile,Standard,2
781,656,45,M,N.,High,Referral,2025-11-01,silver,A,2,74,desktop,Premium,2
782,249,59,M,west,High,Referral,2025-01-28,GOLD,A,2,90,Desktop,Budget,2
783,515,24,M,Western,Mid,Referral,2025-10-08,SILVER,A,1,54,phone,Budget,1
784,792,28,M,EAST,Mid,Referral,2025-06-25,Premium-Gold,A,2,67,desktop,Premium,2
785,595,44,F,west,Mid,Store,2025-02-22,Silver ,A,1,26,DESKTOP,Family,3
786,427,39,M,east,Mid,Web,2025-02-05,SILVER,A,5,96,Mobile,Standard,2
787,172,46,F,SOUTH,Mid,Store,2025-05-04,Silver,A,0,84,DESKTOP,Premium,3
788,308,27,M,North,High,Referral,2025-04-01,SILVER,A,1,90,mobile,Standard,2
789,765,45,F,W.,Low,Store,2025-02-08,Silver ,A,1,80,DESKTOP,Premium,3
790,195,57,F,North,Low,Referral,2025-04-18,gold,A,3,119,tablet,Standard,2
791,591,60,M,east,Mid,Web,2025-11-01,PLATINUM,A,3,106,tablet,Family,2
792,437,32,M,West,Mid,Partner,2025-09-19,silver,A,0,98,tablet,Premium,3
793,289,37,F,WEST,Mid,Partner,2025-03-18,Gold,A,6,40,desktop,Standard,1
794,645,48,M,west,Low,Partner,2025-09-04,SILVER,A,2,8,phone,Budget,2
795,326,48,F,North,Mid,Web,2025-06-14,gold,A,0,0,desktop,Premium,3
796,259,63,F,S.,High,Web,2025-09-30,SILVER,A,3,94,Mobile,Budget,3
797,477,40,M,W.,Low,Referral,2025-04-01,GOLD,A,1,108,phone,Premium,1
798,682,56,F,west,Mid,Partner,2025-01-23,Silver ,A,2,78,Mobile,Standard,3
799,778,69,F,North,High,Web,2025-04-25,Silver ,A,1,87,phone,Budget,2
800,567,35,M,Western,Low,Web,2025-12-29,GOLD,H,3,10,MOBILE,Premium,2
801,596,65,F,E.,Mid,Partner,2025-07-22,Silver,A,0,68,phone,Standard,1
802,709,37,F,SOUTH,Low,Web,2025-01-20,SILVER,A,1,73,phone,Family,1
803,243,37,F,SOUTH,High,Store,2025-12-23,Silver ,A,1,18,mobile,Budget,2
804,226,55,M,South,Mid,Referral,2025-10-29,platinum,H,0,90,Mobile,Budget,2
805,436,54,F,EAST,High,Web,2025-07-18,SILVER,A,1,40,Mobile,Budget,1
806,568,49,F,East,Low,Store,2025-09-28,Gold ,A,2,23,tablet,Standard,3
807,582,31,M,W.,Mid,Web,2025-03-09,GOLD,A,0,84,mobile,Premium,2
808,139,23,F,S.,Mid,Web,2025-08-04,GOLD,A,0,52,desktop,Standard,1
809,703,70,F,EAST,Low,Referral,2025-11-30,silver,A,3,64,phone,Budget,3
810,328,68,M,E.,Low,Store,2025-06-10,Premium-Gold,A,0,65,TABLET,Family,1
811,790,69,M,E.,Low,Referral,2025-01-15,silver,A,0,75,Desktop,Budget,3
812,652,47,F,S.,High,Web,2025-10-04,gold,R,1,49,TABLET,Standard,3
813,885,69,M,South,Mid,Web,2025-09-24,SILVER,H,0,98,Tablet,Family,3
814,569,45,M,north,Mid,Partner,2025-09-28,Gold ,R,3,105,Desktop,Premium,3
815,475,22,F,east,Mid,Partner,2025-08-25,Premium-Gold,A,1,58,phone,Standard,3
816,170,29,M,NORTH,Mid,Referral,2025-02-20,Silver ,A,2,20,mobile,Family,1
817,359,33,M,WEST,Mid,Web,2025-02-11,Silver ,A,3,33,mobile,Standard,2
818,773,39,M,E.,Mid,Referral,2025-10-17,Silver ,A,1,93,Tablet,Budget,2
819,344,72,M,WEST,Mid,Referral,2025-11-09,GOLD,A,1,31,tablet,Budget,2
820,49,37,M,Western,Low,Store,2025-01-29,silver,A,2,94,MOBILE,Family,1
821,221,53,M,W.,High,Partner,2025-08-01,GOLD,H,3,80,Desktop,Standard,1
822,536,33,M,South,High,Partner,2025-07-02,SILVER,A,1,54,Mobile,Family,3
823,567,55,M,Western,Mid,Web,2025-05-08,PLATINUM,A,1,15,desktop,Budget,3
824,886,50,M,Western,Mid,Referral,2025-08-24,Silver,A,1,65,desktop,Budget,3
825,841,26,M,North,Low,Partner,2025-11-30,Silver,A,0,83,Mobile,Family,2
826,479,44,M,north,High,Referral,2025-10-27,Silver,A,4,18,tablet,Family,2
827,500,24,F,Eastern,High,Store,2025-02-25,GOLD,A,1,99,mobile,Budget,3
828,721,69,F,N.,High,Partner,2025-06-19,Silver ,A,1,23,DESKTOP,Budget,3
829,44,58,M,EAST,Mid,Store,2025-12-08,Silver ,A,2,49,DESKTOP,Premium,2
830,536,72,F,WEST,Low,Partner,2025-03-28,Silver ,R,1,64,phone,Standard,2
831,427,68,M,North,Low,Referral,2025-11-08,Gold ,A,3,89,mobile,Standard,3
832,705,30,M,NORTH,Low,Web,2025-06-29,Platinum,A,1,27,mobile,Budget,3
833,721,59,M,W.,Low,Referral,2025-07-10,Silver ,A,2,40,Desktop,Family,1
834,591,23,F,east,Low,Referral,2025-04-02,Silver ,A,0,97,TABLET,Budget,1
835,592,73,M,west,High,Referral,2025-12-02,Silver ,A,1,39,MOBILE,Standard,1
836,623,63,F,Western,Low,Partner,2025-07-12,silver,A,1,74,Mobile,Standard,1
837,523,57,M,south,Low,Referral,2025-07-29,Platinum,A,1,48,phone,Budget,3
838,206,75,F,west,High,Web,2025-06-18,Silver ,A,1,6,MOBILE,Standard,2
839,257,67,F,south,Mid,Referral,2025-02-02,Gold,A,1,62,phone,Standard,1
840,668,68,M,WEST,Mid,Web,2025-10-12,Plat,A,1,43,DESKTOP,Standard,1
841,557,23,M,south,Mid,Web,2025-04-30,Premium-Gold,A,2,32,phone,Standard,2
842,215,19,M,EAST,High,Partner,2025-03-29,Silver ,A,2,103,Tablet,Budget,3
843,791,73,F,Western,Mid,Web,2025-10-13,GOLD,A,1,93,Mobile,Family,2
844,883,32,F,E.,Mid,Partner,2025-03-14,Silver ,H,2,33,desktop,Standard,2
845,564,42,F,east,Mid,Referral,2025-09-07,Silver ,A,4,63,MOBILE,Standard,1
846,206,20,M,south,Mid,Web,2025-06-23,Plat,A,2,87,Mobile,Budget,1
847,845,54,M,NORTH,Mid,Referral,2025-10-19,silver,H,1,6,mobile,Standard,3
848,214,65,F,NORTH,Mid,Web,2025-01-19,SILVER,R,0,11,DESKTOP,Premium,3
849,390,66,F,W.,Low,Referral,2025-10-10,Silver ,A,3,65,Tablet,Premium,3
850,773,51,F,north,Mid,Referral,2025-03-25,Silver,A,1,112,MOBILE,Premium,2
851,469,56,M,north,Low,Partner,2025-11-14,gold,R,0,112,phone,Budget,1
852,219,47,F,SOUTH,Low,Store,2025-05-10,gold,A,1,54,desktop,Family,2
853,73,43,F,North,Low,Referral,2025-01-03,gold,A,1,85,phone,Budget,3
854,325,50,F,NORTH,High,Referral,2025-06-27,Silver ,A,0,59,Desktop,Standard,1
855,605,72,F,Western,Mid,Partner,2025-01-20,Silver ,H,1,109,MOBILE,Standard,3
856,644,32,F,SOUTH,Mid,Partner,2025-04-09,Silver,A,2,68,tablet,Budget,3
857,201,45,F,EAST,High,Referral,2025-09-19,silver,A,3,107,phone,Standard,3
858,143,52,M,Western,Low,Web,2025-07-24,Premium-Gold,A,1,43,mobile,Budget,2
859,632,51,M,SOUTH,Mid,Referral,2025-09-16,GOLD,A,1,112,Desktop,Premium,2
860,144,19,F,EAST,Mid,Web,2025-11-17,Platinum,A,1,87,phone,Premium,3
861,58,34,M,Eastern,Low,Referral,2025-06-20,Gold ,A,0,92,desktop,Standard,1
862,438,55,F,West,Mid,Web,2025-07-18,Silver ,A,3,1,Desktop,Standard,3
863,514,58,M,W.,High,Web,2025-01-22,gold,H,1,97,MOBILE,Standard,2
864,220,60,M,SOUTH,Low,Referral,2025-04-15,GOLD,A,3,19,Mobile,Family,2
865,191,75,F,SOUTH,Mid,Referral,2025-09-22,PLATINUM,A,1,113,mobile,Standard,2
866,213,57,M,West,Low,Referral,2025-01-23,Silver ,A,2,22,Mobile,Standard,1
867,309,51,M,S.,Mid,Referral,2025-05-12,GOLD,A,2,99,Desktop,Budget,3
868,9,37,M,North,Mid,Partner,2025-02-19,Silver ,R,1,76,DESKTOP,Budget,3
869,11,39,F,S.,Mid,Web,2025-11-09,Gold ,A,2,47,phone,Standard,2
870,334,65,F,E.,Mid,Web,2025-07-24,platinum,A,1,107,desktop,Premium,1
871,18,45,F,west,Low,Partner,2025-08-24,platinum,A,0,46,desktop,Family,3
872,287,59,M,EAST,Mid,Web,2025-09-07,SILVER,A,0,7,desktop,Family,3
873,523,25,M,East,Mid,Referral,2025-03-23,Silver,A,0,9,phone,Standard,3
874,29,25,F,north,Mid,Web,2025-01-19,gold,A,0,103,Mobile,Standard,1
875,557,30,M,East,Low,Web,2025-05-26,gold,A,2,46,phone,Premium,1
876,560,29,F,Western,Mid,Web,2025-03-09,Plat,A,1,99,desktop,Standard,2
877,517,53,F,NORTH,Mid,Web,2025-04-28,Silver ,A,2,2,Desktop,Standard,1
878,564,54,M,east,Low,Web,2025-04-27,Premium-Gold,A,0,9,tablet,Premium,2
879,729,50,F,Western,Low,Store,2025-10-13,Gold,A,1,119,MOBILE,Budget,2
880,64,34,M,North,Mid,Web,2025-04-27,silver,H,0,17,desktop,Standard,2
881,152,51,M,SOUTH,Mid,Store,2025-02-25,silver,A,2,83,tablet,Standard,3
882,286,24,M,West,Low,Referral,2025-12-16,Gold,A,2,42,mobile,Standard,2
883,620,45,M,South,High,Store,2025-01-18,silver,A,2,60,MOBILE,Standard,2
884,786,26,F,South,Mid,Store,2025-03-16,GOLD,A,0,13,MOBILE,Budget,3
885,827,22,M,north,Mid,Partner,2025-05-07,Premium-Gold,A,1,32,Desktop,Budget,2
886,524,27,M,W.,Mid,Web,2025-01-23,Silver,A,1,91,mobile,Premium,3
887,370,24,F,N.,Mid,Web,2025-11-25,Silver ,A,2,64,Mobile,Family,3
888,371,45,F,S.,Mid,Referral,2025-05-09,Plat,A,1,60,Mobile,Family,3
889,54,49,F,W.,High,Store,2025-10-13,Gold,A,0,114,DESKTOP,Family,2
890,419,53,F,SOUTH,Mid,Web,2025-02-19,gold,A,0,49,TABLET,Budget,2
891,462,43,M,south,Mid,Partner,2025-07-10,GOLD,A,3,97,desktop,Budget,2
892,188,28,F,west,Mid,Referral,2025-02-16,Premium-Gold,A,2,87,tablet,Standard,2
893,692,19,M,N.,Mid,Store,2025-03-26,Plat,H,2,55,Desktop,Standard,3
894,731,59,F,WEST,Low,Store,2025-05-29,Premium-Gold,A,0,35,desktop,Premium,3
895,272,74,F,SOUTH,Mid,Referral,2025-11-11,gold,A,0,42,Mobile,Budget,2
896,823,34,F,South,Mid,Store,2025-04-22,Silver ,A,2,105,TABLET,Family,1
897,97,29,F,EAST,High,Store,2025-10-03,Silver ,A,0,37,tablet,Standard,2
898,820,36,M,E.,Mid,Web,2025-02-03,GOLD,A,4,79,Desktop,Standard,1
899,692,30,F,WEST,Mid,Web,2025-04-02,Silver,H,0,15,Mobile,Family,1
900,202,30,F,SOUTH,High,Referral,2025-08-09,gold,A,1,41,MOBILE,Standard,1
901,586,46,F,Western,Mid,Store,2025-06-20,Platinum,A,2,113,MOBILE,Premium,3
902,280,63,F,South,Low,Partner,2025-07-03,Silver ,A,1,65,MOBILE,Premium,3
903,720,59,M,Western,Low,Store,2025-09-05,silver,A,2,99,Mobile,Premium,1
904,145,73,M,Western,Low,Web,2025-01-29,Gold ,A,0,31,phone,Family,3
905,221,38,F,south,Low,Referral,2025-09-11,silver,A,3,92,Mobile,Standard,1
906,277,46,M,N.,Mid,Web,2025-11-11,Premium-Gold,A,2,119,tablet,Standard,1
